State,Year_Built,Square_Footage,CLUE_Loss_Count,Credit_Score,Construction_Type,Protection_Class,AOI,Deductible,Territory,Roof_Age_Applicant,Fire_Alarm,Burglar_Alarm,Roof_Vulnerability_Satellite,Wildfire_Exposure_Daily,Water_Loss_Recency_Months,RCV_Appraised,Fire_Hydrant_Distance,Tree_Canopy_Density,Crime_Severity_Index,Pluvial_Flood_Depth,Building_Code_Compliance,Slope_Steepness,Attic_Ventilation,Hail_Frequency,Soil_Liquefaction_Risk,Dwelling_Age,RCV_Overstatement,Credit_Score_Suppressed,Risk_Tier,Expected_Pure_Premium,Claim_Count,Claim_Amount
FL,1978,2360.0,0,753.0,Masonry,8,660652.0,2000,Suburban,5,False,False,5.46,0.15,120,429352.0,0.254,3.2,79.1,7.32,34,0.38,Adequate,0,Moderate,48,231300.0,False,Moderate,1931.59,2,4306.76
FL,2019,946.0,0,708.0,Frame,1,162777.0,1000,Suburban,8,False,False,28.78,12.28,120,189168.0,0.148,19.47,24.36,13.97,99,6.77,Adequate,2,Low,7,0.0,False,Low,711.07,1,1068.94
CO,2022,2692.0,1,687.0,Frame,4,600163.0,1000,Rural,6,True,True,11.65,5.31,21,500248.0,0.621,39.54,35.77,0.35,99,4.86,Adequate,6,Low,4,99915.0,False,High,3109.09,0,0.0
FL,1985,1567.0,1,796.0,Frame,4,268818.0,500,Suburban,7,False,False,12.33,0.86,18,349749.0,0.628,29.62,24.4,2.48,49,16.34,Excellent,0,High,41,0.0,False,Moderate,1353.06,0,0.0
Other,1992,1576.0,0,665.0,Masonry,9,409500.0,1000,Suburban,20,False,True,23.67,11.1,120,278992.0,1.242,34.11,40.97,3.27,92,1.1,Adequate,0,Moderate,34,130508.0,False,Moderate,1445.1,0,0.0
TX,2005,1759.0,0,789.0,Frame,6,415570.0,1000,Urban,7,False,True,1.36,24.2,120,318191.0,0.729,60.53,56.04,7.99,80,14.12,Adequate,5,Low,21,97379.0,False,Moderate,1883.67,0,0.0
FL,1987,3306.0,0,622.0,Masonry,10,820444.0,1000,Urban,17,True,False,11.7,5.12,120,568482.0,1.781,35.99,28.9,23.29,56,1.96,Poor,0,Low,39,251962.0,False,High,3973.45,2,11424.51
NY,1967,2325.0,0,636.0,Frame,5,485275.0,1000,Suburban,23,False,False,5.62,0.84,120,488504.0,1.703,32.95,57.29,1.55,59,2.0,Adequate,2,Low,59,0.0,False,Moderate,2257.29,2,4380.6
CA,1985,2261.0,0,700.0,Frame,8,422168.0,2000,Rural,22,True,True,25.48,9.39,120,404330.0,0.276,37.65,49.99,1.27,79,24.64,Poor,0,Low,41,17838.0,True,Moderate,1786.54,0,0.0
FL,1968,1486.0,0,654.0,Frame,1,259999.0,500,Suburban,16,True,True,16.65,0.57,120,242043.0,0.268,43.26,68.97,4.7,41,7.24,Poor,0,High,58,17956.0,False,Low,840.2,0,0.0
WA,1986,2381.0,0,562.0,Frame,8,398211.0,500,Suburban,24,True,True,21.06,4.28,120,417245.0,0.833,26.83,81.9,3.14,78,1.4,Poor,1,Moderate,40,0.0,False,High,2527.41,2,3179.96
CA,1994,1965.0,0,700.0,Frame,6,573687.0,2000,Urban,11,True,False,14.27,82.18,120,350207.0,0.933,25.7,38.3,0.25,77,8.05,Excellent,0,Low,32,223480.0,True,Moderate,1632.29,0,0.0
CO,2012,1729.0,0,841.0,Masonry,2,293349.0,5000,Suburban,2,False,False,13.24,45.26,120,237326.0,0.401,21.77,32.28,6.09,50,7.31,Poor,2,High,14,56023.0,False,Low,1055.27,0,0.0
FL,1999,1605.0,0,609.0,Frame,5,362222.0,1000,Rural,15,False,False,4.05,10.55,120,284196.0,0.54,29.76,53.21,5.81,88,3.96,Excellent,1,Low,27,78026.0,False,Low,892.48,0,0.0
TX,1998,1684.0,0,548.0,Frame,1,327353.0,1000,Suburban,15,True,False,30.92,15.48,120,336056.0,0.205,30.0,78.3,8.21,88,28.07,Poor,1,Low,28,0.0,False,Moderate,1637.78,1,1207.25
CA,2020,2055.0,0,700.0,Frame,6,440831.0,500,Urban,1,False,False,26.15,45.1,120,469946.0,1.384,20.31,46.56,2.81,78,7.41,Poor,0,Moderate,6,0.0,True,Moderate,1230.19,0,0.0
TX,2012,2135.0,1,458.0,Frame,4,417524.0,1000,Urban,6,True,False,24.93,23.71,29,490505.0,1.015,66.16,18.95,5.27,88,7.41,Adequate,1,Low,14,0.0,False,Moderate,1935.61,1,354.53
CA,1967,1389.0,0,700.0,Fire Resistive,8,296309.0,1000,Suburban,13,False,False,7.21,1.54,120,303796.0,0.943,10.18,43.5,7.59,44,0.25,Adequate,4,Low,59,0.0,True,Moderate,1473.93,0,0.0
FL,1955,1604.0,1,692.0,Frame,5,374199.0,2000,Suburban,24,False,False,1.71,4.27,12,298490.0,1.112,20.68,30.54,11.53,38,2.46,Adequate,0,Moderate,71,75709.0,False,High,3090.35,0,0.0
WA,1960,1890.0,1,723.0,Fire Resistive,6,373407.0,2000,Suburban,25,True,True,7.18,12.07,23,299891.0,0.595,55.14,64.65,1.26,46,7.05,Adequate,1,Low,66,73516.0,False,Moderate,2299.71,0,0.0
LA,1999,2188.0,0,735.0,Frame,5,517209.0,1000,Rural,4,False,True,31.34,5.17,120,387455.0,0.532,19.59,65.07,5.17,50,7.47,Adequate,0,Low,27,129754.0,False,Moderate,2329.98,1,4139.79
Other,1965,3636.0,0,850.0,Frame,3,848796.0,1000,Rural,28,False,False,12.91,5.36,120,729881.0,0.213,12.15,57.53,0.69,61,8.92,Excellent,1,Low,61,118915.0,False,Moderate,1905.93,0,0.0
NY,2008,1845.0,0,650.0,Frame,4,462171.0,1000,Urban,12,True,True,23.12,25.53,120,371894.0,0.562,33.88,31.11,2.17,95,12.35,Excellent,0,Low,18,90277.0,False,Low,1144.55,1,348.69
LA,2010,3233.0,1,665.0,Frame,4,683178.0,500,Suburban,13,True,False,1.59,19.3,8,579307.0,0.692,25.81,43.34,8.89,83,3.14,Excellent,1,Moderate,16,103871.0,False,High,2527.02,0,0.0
LA,1984,2912.0,0,657.0,Frame,6,809692.0,1000,Rural,24,True,False,20.08,0.03,120,534486.0,0.28,29.82,29.7,16.11,83,1.29,Poor,0,Moderate,42,275206.0,False,High,2656.44,0,0.0
TX,1965,2044.0,0,507.0,Frame,10,455819.0,2000,Rural,13,False,False,2.72,2.55,120,377810.0,1.113,37.18,87.96,6.7,36,0.46,Adequate,2,Low,61,78009.0,False,Moderate,2389.49,1,598.73
FL,1978,1860.0,0,663.0,Fire Resistive,3,440878.0,1000,Rural,20,True,True,7.69,1.9,120,480495.0,0.95,55.03,50.22,0.46,85,2.77,Poor,0,High,48,0.0,False,Low,953.87,0,0.0
CO,2011,1930.0,1,821.0,Frame,7,402531.0,1000,Rural,18,False,False,11.31,7.99,35,286338.0,0.503,39.31,53.18,2.83,97,1.98,Adequate,2,Moderate,15,116193.0,False,Moderate,1233.97,1,1246.52
MA,2001,2262.0,0,700.0,Frame,4,582371.0,1000,Urban,13,False,False,15.92,25.56,120,523771.0,0.365,30.65,14.0,0.68,92,12.83,Adequate,0,Low,25,58600.0,True,Moderate,1488.15,1,2229.52
NY,1990,2074.0,0,616.0,Frame,10,333943.0,1000,Urban,28,False,False,7.88,15.01,120,395774.0,2.035,37.0,62.18,0.57,97,41.34,Poor,1,Moderate,36,0.0,False,Low,906.4,1,849.97
TX,1951,2471.0,0,666.0,Frame,6,704727.0,2000,Suburban,27,False,True,20.17,18.84,120,497319.0,1.761,66.43,2.52,0.11,33,26.08,Adequate,3,Low,75,207408.0,False,Very High,4657.98,1,2443.03
Other,2013,1554.0,0,773.0,Fire Resistive,5,260834.0,1000,Rural,12,False,True,20.98,17.41,120,214779.0,0.644,39.8,60.07,11.73,93,1.07,Adequate,0,Low,13,46055.0,False,Low,758.61,0,0.0
CA,2015,2227.0,0,700.0,Masonry,4,579873.0,1000,Urban,5,False,False,4.37,1.27,120,371077.0,0.578,8.72,71.94,0.72,87,6.44,Adequate,3,Low,11,208796.0,True,Low,874.79,0,0.0
Other,1972,1226.0,0,651.0,Fire Resistive,6,339406.0,1000,Urban,29,False,False,2.83,0.02,120,231290.0,1.051,9.87,55.07,7.67,97,3.76,Adequate,0,Low,54,108116.0,False,Low,1088.14,0,0.0
WA,1954,2699.0,0,607.0,Fire Resistive,5,697032.0,1000,Urban,28,True,False,25.61,52.29,120,562495.0,0.525,45.96,77.47,2.36,47,21.12,Excellent,1,Low,72,134537.0,False,Very High,5909.09,1,2863.98
WA,1964,2141.0,1,850.0,Masonry,2,531186.0,5000,Urban,29,False,False,27.42,8.17,12,340107.0,0.625,13.3,16.16,1.02,77,23.45,Adequate,1,Low,62,191079.0,False,High,3368.22,0,0.0
MA,1953,1291.0,0,700.0,Frame,5,342477.0,1000,Suburban,30,False,True,25.97,2.4,120,235208.0,0.671,33.17,68.72,3.19,69,6.13,Adequate,0,Low,73,107269.0,True,Moderate,1783.78,0,0.0
TX,1991,2125.0,0,789.0,Frame,1,402455.0,1000,Urban,12,False,False,0.0,3.36,120,422476.0,0.292,29.08,69.42,3.75,66,18.34,Adequate,5,Low,35,0.0,False,Moderate,1512.37,0,0.0
OK,1976,2098.0,0,773.0,Frame,8,750925.0,500,Suburban,8,False,False,15.8,0.96,120,577016.0,1.792,17.38,23.73,2.42,63,7.7,Adequate,5,Low,50,173909.0,False,High,3363.9,1,6758.8
MA,1979,1512.0,0,700.0,Frame,10,354168.0,1000,Urban,9,False,False,3.66,3.13,120,312708.0,0.714,33.68,30.91,3.68,50,14.1,Poor,0,Low,47,41460.0,True,Low,1096.14,0,0.0
MA,2005,1552.0,0,700.0,Frame,4,269805.0,5000,Rural,7,False,False,8.71,0.22,120,264705.0,0.622,29.64,45.32,7.73,71,1.13,Adequate,2,Low,21,5100.0,True,Low,583.5,0,0.0
TX,1952,1993.0,0,678.0,Masonry,5,372597.0,2000,Urban,29,False,False,2.89,26.6,120,371033.0,0.251,41.67,34.36,1.24,36,22.37,Adequate,2,Moderate,74,1564.0,False,Moderate,1982.55,0,0.0
TX,1997,2753.0,0,734.0,Frame,2,636764.0,1000,Rural,5,True,True,25.06,10.73,120,552193.0,1.194,10.28,66.81,3.2,50,20.9,Poor,2,Moderate,29,84571.0,False,Moderate,2190.55,0,0.0
FL,1995,2435.0,0,634.0,Frame,10,386584.0,2000,Urban,18,True,False,15.6,15.61,120,429159.0,1.807,7.87,83.65,2.07,74,18.96,Excellent,1,Low,31,0.0,False,Moderate,1322.78,0,0.0
NY,1983,1759.0,0,665.0,Frame,1,289993.0,1000,Urban,18,True,False,11.74,13.61,120,288330.0,0.327,9.66,29.02,5.79,62,0.8,Excellent,1,Moderate,43,1663.0,False,Low,801.96,0,0.0
CO,1999,2865.0,0,837.0,Frame,2,625797.0,1000,Suburban,24,False,False,11.58,19.65,120,581799.0,0.351,32.39,24.91,1.36,96,27.33,Poor,2,Low,27,43998.0,False,Low,1131.64,0,0.0
WA,1997,1651.0,0,678.0,Frame,9,438691.0,2000,Suburban,4,True,False,12.48,44.11,120,318426.0,0.472,40.5,59.24,3.43,59,4.2,Adequate,0,Low,29,120265.0,False,Moderate,1422.87,0,0.0
MA,2015,1535.0,0,700.0,Frame,3,221384.0,1000,Suburban,15,False,False,25.66,7.2,120,252013.0,0.981,30.76,62.55,0.17,98,11.54,Adequate,0,Low,11,0.0,True,Low,620.49,0,0.0
LA,2002,1939.0,0,566.0,Frame,3,288161.0,500,Rural,5,False,False,2.72,0.0,120,279128.0,1.068,33.97,44.11,0.99,47,0.06,Poor,0,Low,24,9033.0,False,Low,868.13,0,0.0
TX,1997,2506.0,0,717.0,Masonry,5,714969.0,1000,Urban,25,False,False,23.52,0.98,120,558279.0,0.382,29.47,55.76,1.04,99,0.18,Adequate,5,Low,29,156690.0,False,High,4135.7,0,0.0
NY,1964,1873.0,0,680.0,Fire Resistive,1,376842.0,2000,Suburban,21,False,True,17.52,16.98,120,389245.0,0.225,19.51,65.35,1.27,49,17.13,Poor,1,Moderate,62,0.0,False,Low,1180.55,0,0.0
FL,1954,3212.0,0,740.0,Frame,7,915414.0,1000,Rural,26,False,False,31.3,1.45,120,644707.0,0.158,38.46,86.33,2.21,38,3.67,Poor,0,Low,72,270707.0,False,Very High,5958.56,3,3049.76
TX,1977,2345.0,0,790.0,Masonry,10,569580.0,1000,Rural,19,False,False,31.23,0.43,120,429137.0,2.822,11.99,72.14,9.03,64,6.25,Adequate,3,Low,49,140443.0,False,High,3177.2,0,0.0
CA,1984,2478.0,1,700.0,Masonry,4,572173.0,1000,Rural,13,True,False,26.06,69.82,36,423178.0,0.907,59.2,0.0,4.49,51,10.44,Adequate,2,Low,42,148995.0,True,High,3957.57,0,0.0
FL,2021,2188.0,0,626.0,Masonry,10,430406.0,500,Urban,1,True,False,23.44,3.55,120,333359.0,1.156,5.03,72.19,15.46,78,0.95,Adequate,0,High,5,97047.0,False,Moderate,1781.75,2,2556.94
TX,1973,3019.0,0,664.0,Masonry,6,787888.0,500,Suburban,26,False,False,3.41,2.0,120,534524.0,0.722,17.87,59.91,11.09,72,7.15,Adequate,5,Low,53,253364.0,False,High,3811.26,0,0.0
CO,1995,2589.0,0,677.0,Fire Resistive,8,453593.0,500,Suburban,24,False,True,23.59,0.85,120,427647.0,0.472,42.95,82.49,3.6,86,2.15,Excellent,4,Low,31,25946.0,False,High,2643.66,0,0.0
CA,1974,2272.0,0,700.0,Masonry,9,489241.0,1000,Suburban,24,False,True,18.72,64.17,120,384491.0,1.133,30.26,41.12,9.25,66,13.49,Adequate,0,Low,52,104750.0,True,High,2959.45,0,0.0
TX,1959,2399.0,1,596.0,Frame,4,420135.0,1000,Suburban,25,False,False,3.09,4.95,23,384227.0,0.516,33.43,0.0,0.05,38,1.81,Adequate,2,High,67,35908.0,False,High,2519.45,1,3520.73
CA,1973,2211.0,0,700.0,Frame,8,352015.0,2000,Suburban,26,False,False,17.19,66.45,120,425553.0,0.601,25.64,43.17,2.8,74,29.26,Poor,0,Low,53,0.0,True,Moderate,1790.68,1,1349.57
OK,1970,2044.0,0,671.0,Fire Resistive,6,373813.0,500,Rural,21,False,False,13.3,25.38,120,327821.0,0.567,52.42,18.89,9.96,50,4.57,Excellent,5,Moderate,56,45992.0,False,High,3555.13,1,1439.99
CO,1990,2256.0,1,773.0,Fire Resistive,9,404931.0,2000,Suburban,15,True,False,0.0,24.96,8,383149.0,0.471,58.99,67.76,2.83,63,0.78,Excellent,2,Low,36,21782.0,False,Moderate,2019.45,1,2900.6
FL,1970,2789.0,1,663.0,Frame,7,544335.0,500,Suburban,20,True,True,25.42,4.02,23,510440.0,0.258,13.91,41.74,1.62,44,3.16,Adequate,1,Low,56,33895.0,False,High,4113.52,0,0.0
CA,1963,1523.0,1,700.0,Masonry,6,427104.0,1000,Suburban,20,True,False,27.7,77.97,5,373571.0,0.796,45.46,62.28,0.6,60,2.83,Poor,2,Low,63,53533.0,True,Very High,5355.9,1,8411.82
Other,1968,2383.0,1,503.0,Frame,10,517688.0,1000,Urban,13,False,False,26.89,4.02,35,443601.0,1.36,30.48,81.05,0.97,37,38.37,Adequate,0,Low,58,74087.0,False,High,3179.25,1,3279.79
CO,2003,3345.0,0,665.0,Frame,1,905444.0,2000,Suburban,16,False,False,17.8,18.13,120,613430.0,0.604,26.89,12.91,2.83,86,0.9,Excellent,4,Moderate,23,292014.0,False,Moderate,2473.64,1,2833.67
LA,1990,3213.0,1,626.0,Masonry,3,955735.0,1000,Urban,24,True,True,12.19,0.83,4,629767.0,0.732,34.21,70.68,5.17,91,2.53,Excellent,0,Low,36,325968.0,False,High,4001.97,0,0.0
CO,2004,1805.0,0,806.0,Frame,1,284409.0,1000,Suburban,5,True,False,3.2,22.37,120,326233.0,0.19,50.33,30.29,3.89,58,7.67,Excellent,2,Moderate,22,0.0,False,Low,751.45,1,1362.46
WA,2007,2010.0,0,653.0,Frame,5,311287.0,2000,Rural,3,False,True,28.7,28.99,120,274751.0,0.506,47.69,63.42,7.93,45,4.36,Adequate,0,Low,19,36536.0,False,Low,1189.94,0,0.0
GA,2018,2658.0,1,593.0,Masonry,7,408261.0,2000,Suburban,7,False,False,12.56,0.03,1,487223.0,0.442,41.27,19.58,7.69,88,5.71,Poor,1,Low,8,0.0,False,Moderate,1841.9,1,1535.6
FL,1999,2940.0,0,609.0,Fire Resistive,2,617664.0,1000,Urban,21,False,False,7.22,7.89,120,628663.0,0.246,19.58,17.51,26.52,93,1.54,Poor,0,Low,27,0.0,False,Moderate,2297.76,0,0.0
LA,1974,1173.0,0,629.0,Frame,6,370268.0,1000,Urban,30,False,True,4.02,2.95,120,220782.0,0.24,74.12,67.11,0.66,100,0.31,Poor,0,High,52,149486.0,False,Low,854.32,1,466.0
TX,1982,3517.0,0,574.0,Frame,1,808611.0,1000,Suburban,22,False,False,21.5,32.93,120,678240.0,0.467,12.37,64.43,0.47,63,45.0,Poor,3,Low,44,130371.0,False,High,2691.57,0,0.0
OK,2000,1371.0,0,685.0,Frame,4,322402.0,1000,Suburban,6,False,False,8.94,2.35,120,300478.0,1.186,20.91,50.19,0.08,74,5.04,Poor,4,Low,26,21924.0,False,Low,670.26,0,0.0
FL,1990,1514.0,1,751.0,Frame,2,300179.0,2000,Suburban,12,False,False,22.14,10.46,30,286902.0,1.031,15.17,24.32,5.5,68,15.69,Poor,0,Moderate,36,13277.0,False,Low,1165.88,1,3175.76
CA,1977,2441.0,0,700.0,Frame,6,572428.0,1000,Rural,29,False,False,0.0,65.65,120,343118.0,1.251,60.14,60.58,4.85,87,1.36,Poor,0,Low,49,229310.0,True,Moderate,2143.79,0,0.0
Other,1992,2039.0,0,652.0,Frame,8,437248.0,1000,Urban,17,False,False,22.52,0.11,120,431561.0,1.879,6.05,42.37,2.27,86,1.96,Adequate,0,Low,34,5687.0,False,Low,1027.84,0,0.0
GA,1983,1900.0,0,649.0,Masonry,7,495508.0,1000,Suburban,17,False,False,10.21,2.25,120,303583.0,0.204,49.48,64.82,6.65,69,0.9,Poor,1,Low,43,191925.0,False,Moderate,1441.6,0,0.0
FL,2011,2521.0,0,693.0,Frame,2,700608.0,1000,Suburban,17,True,False,12.06,0.6,120,513901.0,0.274,24.7,80.74,7.34,99,0.82,Adequate,1,Low,15,186707.0,False,Moderate,1274.18,0,0.0
Other,1994,1524.0,0,586.0,Frame,1,290984.0,1000,Suburban,19,True,True,34.46,24.83,120,253163.0,0.121,71.91,40.76,2.21,86,41.65,Poor,2,Low,32,37821.0,False,Moderate,1693.44,2,2965.94
FL,2008,2259.0,1,677.0,Frame,1,533169.0,1000,Suburban,6,False,False,14.12,13.71,22,455846.0,0.149,35.68,67.49,4.11,81,6.15,Adequate,0,Moderate,18,77323.0,False,Moderate,1249.79,1,774.76
NY,1975,2293.0,0,769.0,Frame,10,478488.0,2000,Suburban,21,False,True,29.33,3.97,120,464842.0,0.838,25.68,51.21,10.39,67,1.19,Adequate,0,Low,51,13646.0,False,Moderate,2108.41,0,0.0
WA,2002,2396.0,0,690.0,Frame,5,433533.0,1000,Rural,25,False,True,12.8,17.84,120,396540.0,1.077,30.5,53.96,3.22,96,12.15,Poor,1,Low,24,36993.0,False,Low,1132.55,0,0.0
FL,2002,869.0,0,640.0,Fire Resistive,8,162393.0,1000,Suburban,18,False,True,13.79,20.59,120,193764.0,1.029,48.4,58.25,4.93,96,4.94,Adequate,1,Low,24,0.0,False,Low,528.53,0,0.0
NY,2016,2408.0,0,850.0,Frame,3,641118.0,2000,Suburban,7,False,False,6.54,8.23,120,318644.0,0.62,61.51,82.83,0.16,86,33.98,Adequate,1,Low,10,322474.0,False,Low,947.72,0,0.0
LA,1960,2240.0,0,719.0,Frame,3,400704.0,5000,Suburban,21,False,False,33.9,0.24,120,396201.0,0.341,35.65,49.99,6.14,36,17.51,Adequate,0,Low,66,4503.0,False,High,2913.51,0,0.0
CA,2006,3370.0,0,700.0,Frame,6,650275.0,500,Urban,1,True,False,0.0,8.25,120,662424.0,1.095,21.89,23.87,6.88,32,6.45,Adequate,0,Low,20,0.0,True,Moderate,1653.52,1,823.47
NY,2007,1453.0,0,706.0,Fire Resistive,5,274664.0,2000,Urban,4,True,True,6.41,15.9,120,236786.0,0.617,25.53,36.48,2.62,61,11.44,Excellent,0,Low,19,37878.0,False,Low,610.25,0,0.0
FL,1968,1742.0,0,741.0,Frame,2,338591.0,1000,Suburban,13,False,False,0.0,14.54,120,302315.0,0.196,62.8,39.0,11.52,37,0.97,Adequate,0,Low,58,36276.0,False,Low,1149.25,1,576.86
LA,1996,2708.0,0,686.0,Frame,6,612256.0,1000,Suburban,9,True,True,10.15,0.94,120,521699.0,2.019,19.96,43.66,15.35,59,0.51,Adequate,0,High,30,90557.0,False,High,2512.11,0,0.0
CA,1955,1436.0,1,700.0,Frame,6,298966.0,500,Urban,25,False,False,30.28,8.17,15,282304.0,0.442,16.23,63.36,3.87,42,4.12,Adequate,1,Moderate,71,16662.0,True,High,3300.4,0,0.0
TX,2005,2098.0,0,721.0,Frame,1,427387.0,2000,Urban,5,True,True,2.88,10.33,120,369419.0,0.109,39.07,32.6,4.56,61,1.57,Adequate,2,Low,21,57968.0,False,Low,807.29,0,0.0
LA,1999,2371.0,0,761.0,Frame,5,590304.0,5000,Urban,15,False,False,16.22,65.05,120,474762.0,0.522,81.67,60.47,22.52,87,8.22,Poor,1,Moderate,27,115542.0,False,High,3881.64,3,14149.96
TX,1988,2616.0,1,575.0,Frame,5,750123.0,1000,Suburban,14,False,False,24.69,0.08,16,430077.0,1.22,14.57,32.02,3.36,64,12.04,Poor,3,High,38,320046.0,False,High,3521.33,1,4357.57
NY,1971,1996.0,0,702.0,Frame,7,407290.0,2000,Suburban,15,False,False,20.24,10.42,120,304682.0,0.283,25.88,69.33,4.51,39,13.13,Poor,0,Low,55,102608.0,False,Moderate,1407.69,1,1962.74
LA,1983,1191.0,0,758.0,Frame,9,278478.0,5000,Suburban,7,False,True,32.0,42.5,120,190727.0,0.42,38.58,33.78,10.85,44,19.2,Poor,0,Moderate,43,87751.0,False,Moderate,2020.02,0,0.0
MA,1988,2301.0,1,700.0,Fire Resistive,3,443511.0,2000,Urban,17,False,True,33.64,1.18,22,426020.0,0.421,22.57,52.49,3.61,68,30.41,Adequate,0,Low,38,17491.0,True,Moderate,2164.21,1,1600.6
CA,1977,1794.0,1,700.0,Masonry,6,583440.0,5000,Urban,18,True,True,0.0,1.02,18,283334.0,0.73,16.48,57.9,0.4,69,2.28,Poor,0,Low,49,300106.0,True,Moderate,1672.87,0,0.0
WA,2023,2040.0,0,681.0,Frame,9,350421.0,1000,Suburban,2,True,True,27.79,17.36,120,280094.0,1.285,30.39,14.56,1.07,95,0.76,Adequate,0,Low,3,70327.0,False,Low,1078.17,0,0.0
LA,1957,800.0,1,701.0,Frame,7,178354.0,2000,Suburban,16,False,False,14.36,7.44,4,131988.0,1.057,34.63,28.72,11.44,34,0.15,Adequate,0,Low,69,46366.0,False,Moderate,1532.71,0,0.0
FL,2004,2300.0,2,581.0,Frame,4,378049.0,1000,Rural,9,False,False,0.78,16.51,33,517277.0,0.17,25.66,25.82,25.23,77,4.18,Adequate,0,Low,22,0.0,False,High,2712.66,0,0.0
MA,2009,1039.0,0,700.0,Frame,8,274314.0,1000,Urban,10,False,True,15.28,23.49,120,177852.0,0.801,18.5,48.3,1.1,94,8.98,Poor,0,High,17,96462.0,True,Low,737.71,0,0.0
LA,1970,1680.0,0,850.0,Frame,5,341360.0,2000,Rural,28,False,False,0.0,11.34,120,325362.0,0.573,48.57,32.59,11.26,87,5.57,Adequate,1,Low,56,15998.0,False,Moderate,1297.2,0,0.0
OK,1984,2394.0,1,693.0,Frame,5,599408.0,1000,Suburban,4,True,False,13.91,10.94,25,431526.0,0.501,52.38,61.34,3.25,36,9.17,Poor,5,Low,42,167882.0,False,High,3815.98,0,0.0
CO,1984,1804.0,0,709.0,Frame,8,419965.0,1000,Rural,12,False,True,1.33,5.6,120,261864.0,0.91,20.36,56.34,1.1,53,7.75,Adequate,4,Low,42,158101.0,False,Moderate,1340.54,0,0.0
MA,2011,2051.0,0,700.0,Masonry,8,272233.0,1000,Suburban,6,False,False,7.2,12.86,120,313470.0,0.494,49.54,11.89,0.15,67,4.19,Poor,5,Moderate,15,0.0,True,Moderate,1328.15,0,0.0
Other,1984,2187.0,1,542.0,Fire Resistive,6,384750.0,1000,Suburban,17,False,False,25.4,4.29,26,259588.0,1.395,9.37,41.71,1.45,48,11.71,Excellent,2,Moderate,42,125162.0,False,High,2907.62,0,0.0
CO,2002,2327.0,0,716.0,Fire Resistive,5,389581.0,1000,Suburban,10,False,False,27.82,41.02,120,453692.0,1.687,20.44,56.77,6.2,73,20.83,Adequate,3,High,24,0.0,False,Moderate,1785.75,0,0.0
WA,2012,2684.0,0,713.0,Frame,4,777717.0,1000,Rural,8,False,False,22.93,45.06,120,431186.0,0.683,65.66,54.3,1.72,86,22.8,Poor,0,Moderate,14,346531.0,False,Moderate,2270.11,0,0.0
MA,1984,2705.0,0,700.0,Frame,7,599482.0,1000,Suburban,15,True,False,22.97,9.11,120,529011.0,2.229,18.73,63.91,24.01,59,6.09,Adequate,0,Low,42,70471.0,True,High,3530.3,0,0.0
WA,1972,2741.0,0,763.0,Masonry,1,460909.0,1000,Urban,20,True,True,19.77,13.46,120,450774.0,0.84,28.27,12.77,7.09,42,2.22,Adequate,1,Low,54,10135.0,False,Moderate,1984.99,0,0.0
Other,1952,2098.0,0,529.0,Frame,2,539047.0,1000,Suburban,22,False,False,28.17,1.58,120,403251.0,0.13,30.6,61.14,0.61,31,6.48,Poor,1,Low,74,135796.0,False,High,3352.4,0,0.0
TX,2023,1593.0,0,581.0,Frame,1,261572.0,500,Urban,1,False,True,25.28,13.2,120,193265.0,0.209,36.42,49.6,5.72,96,0.69,Poor,3,Low,3,68307.0,False,Low,843.93,0,0.0
TX,1992,1766.0,2,733.0,Frame,5,270901.0,5000,Suburban,14,False,False,13.3,0.1,22,253930.0,0.474,17.57,25.46,0.48,59,3.46,Poor,1,Moderate,34,16971.0,False,Low,1018.41,1,1892.85
CO,2013,2653.0,0,650.0,Masonry,5,458490.0,5000,Suburban,8,True,True,18.33,21.77,120,419107.0,0.816,15.63,70.96,14.52,77,22.81,Excellent,2,High,13,39383.0,False,Moderate,1333.48,0,0.0
NY,2000,2901.0,1,847.0,Fire Resistive,3,585040.0,5000,Suburban,16,False,False,23.5,47.46,16,453923.0,0.389,36.93,71.56,1.56,72,3.57,Poor,0,Low,26,131117.0,False,Moderate,2200.81,0,0.0
CO,1965,1742.0,0,793.0,Masonry,6,373537.0,1000,Rural,18,False,False,13.08,36.06,120,379194.0,1.198,36.19,19.56,1.11,49,32.74,Poor,4,Low,61,0.0,False,Moderate,1883.56,0,0.0
MA,2004,2183.0,1,700.0,Masonry,9,318972.0,500,Suburban,21,False,False,25.68,3.52,18,371484.0,0.476,20.79,36.29,1.8,92,13.93,Adequate,0,Low,22,0.0,True,Moderate,1860.14,0,0.0
Other,2006,2527.0,0,663.0,Frame,6,366849.0,1000,Urban,20,True,False,12.91,3.31,120,420009.0,0.156,53.81,57.73,5.05,89,0.24,Adequate,0,Low,20,0.0,False,Low,1050.49,0,0.0
NY,1973,1776.0,0,623.0,Frame,3,476238.0,1000,Rural,6,False,True,8.08,17.38,120,298240.0,0.61,13.72,48.57,11.79,34,7.38,Adequate,1,Low,53,177998.0,False,Moderate,1833.02,1,1468.0
LA,1971,2048.0,1,708.0,Frame,6,373992.0,1000,Suburban,28,False,True,17.89,7.12,18,406803.0,0.509,23.84,62.58,5.65,84,15.64,Adequate,0,Low,55,0.0,False,Moderate,2198.89,0,0.0
